Num_instances 38
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
10000 10 0.0001 0.8 0.2 0.4 0.6 0.8
